desc,shortDesc,condition
"""Intellistation Z Pro Fan **Refurbished** Processors""","Nokia X302 Touch and Type Cellular Phone  Wireless LAN  3.5G  Bar  SIMfree  Email, Instant Messaging  50 MB  6.1 cm (2.4"") LCD 240 x 320  5 Megapixel Rear Camera  320 x 240 Video  Quad Band  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5 Hour  Talk Time10321.92 Hour Standby Time  Yes  Touchscreen",Refurbished
"""Intellistation Z Pro Fan **Refurbished** Processors""","Nokia C7 Smartphone  Wireless LAN  3.5G  Bar  Charcoal Black  SIMfree  1 SIM Card Supported  Symbian^3 OS  ARM ARM11680 MHz  8 GB  8.9 cm (3.5"") OLED 640 x 360  210 ppi  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 3.0  Near Field Communication  USB  USB 2.0  9.60 Ho",Refurbished
"""Intellistation 6223 Power **Refurbished** Processors""","Nokia C700 Smartphone  Wireless LAN  3.5G  Bar  Brown  SIMfree  1 SIM Card Supported  Symbian^3 OS  ARM ARM11680 MHz  8 GB  8.9 cm (3.5"") OLED 640 x 360  210 ppi  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  9.60 Hour  Talk Time555 Hour Standby Time  No  Y",Refurbished
"""Intellistation 6223 Audio **Refurbished** Processors""","Nokia C700 Smartphone  Wireless LAN  3.5G  Bar  Black, Grey  SIMfree  Symbian^3 OS  ARM ARM11600 MHz  8 GB  8.9 cm (3.5"") OLED 640 x 360  Touchscreen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  9.60 Hour  Talk Time555 Hour Standby Time  Yes",Refurbished
"""Tp Base Cover R40 2723 **Refurbished** Other Option Products""","Nokia C700 Smartphone  Wireless LAN  3.5G  Bar  Black, Grey  SIMfree  Symbian^3 OS  ARM ARM11600 MHz  8 GB  8.9 cm (3.5"") OLED 640 x 360  Touchscreen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  9.60 Hour  Talk Time555 Hour Standby Time  Yes",Refurbished
"""Base Cover Tp 2681 **Refurbished** Other Option Products""","Nokia C601 Smartphone  Wireless LAN  3.5G  Bar  Silver  SIMfree  1 SIM Card Supported  Symbian^3 OS  ARM ARM11680 MHz  340 MB  8.1 cm (3.2"") OLED 640 x 360  229 ppi  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  11.50 Hour  Talk Time432 Hour Standby Time  No",Refurbished
"""Tp R40 Base Cover 2681 **Refurbished** Other Option Products""","Nokia C503 Smartphone  Wireless LAN  3.5G  Bar  Graphite Black  SIMfree  Symbian OS 9.4  ARM ARM11600 MHz  40 MB RAM  2 GB microSD Included  8.1 cm (3.2"") LCD 640 x 360  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.0  USB  USB 2.0  11.50 Hour  Talk Time600 Hour Standby Time  Yes",Refurbished
"""BASE ASSY R40 TP WIRELESS **Refurbished** Other Option Products""","Nokia C503 Smartphone  Wireless LAN  3.5G  Bar  Aluminum Gray  SIMfree  1 SIM Card Supported  Symbian OS 9.4  ARM ARM11600 MHz  40 MB  8.1 cm (3.2"") LCD 640 x 360  229 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Quad Band  GSM 900, GSM 850, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.0  USB  USB 2.0  11.50 Hour  Talk Time600 Hour Standby Time  No  Yes",Refurbished
"""TP R40 BASE COVER 15   2897 **Refurbished** Cover Parts""","Nokia C102 Cellular Phone  2.5G  Bar  Black  1 SIM Card Supported  64 MB  4.6 cm (1.8"") LCD 128 x 160  Dual Band  GSM 900, GSM 1800  Bluetooth  Bluetooth 2.1  USB  USB 2.0  10.60 Hour  Talk Time504 Hour Standby Time  No  Yes",Refurbished
"""BASE COVER **Refurbished** Cover Parts""","Nokia C101 Cellular Phone  2.5G  Bar  Warm Grey  SIMfree  64 MB  4.6 cm (1.8"") LCD 128 x 160  300 Kilopixel Rear Camera  Dual Band  GSM 900, GSM 1800  Bluetooth  Bluetooth 2.1  USB  USB 2.0  10.60 Hour  Talk Time504 Hour Standby Time  Yes",Refurbished
"""BASE COVER TP R40 **Refurbished** Cover Parts""","Nokia C101 Cellular Phone  2.5G  Bar  Dark Grey  SIMfree  64 MB  4.6 cm (1.8"") LCD 128 x 160  300 Kilopixel Rear Camera  Dual Band  GSM 900, GSM 1800  Bluetooth  Bluetooth 2.1  USB  USB 2.0  10.60 Hour  Talk Time504 Hour Standby Time  Yes",Refurbished
"""BASE COVER **Refurbished** Cover Parts""","Nokia C601 Smartphone  Wireless LAN  3.5G  Bar  Black  1 SIM Card Supported  Symbian^3 OS  ARM ARM11680 MHz  340 MB  8.1 cm (3.2"") OLED 640 x 360  229 ppi  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 1700, WCDMA 1900, WCDMA 2100, WCDMA 900  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  11.50 Hour  Talk Time432 Hour Standby Time  No",Refurbished
"""TOP COVER TP R51 **Refurbished** Cover Parts""","Nokia C503 Smartphone  Wireless LAN  3.5G  Bar  White, Aluminum Gray  SIMfree  1 SIM Card Supported  Symbian OS 9.4  ARM ARM11600 MHz  40 MB  8.1 cm (3.2"") LCD 640 x 360  229 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.0  USB  USB 2.0  11.50 Hour  Talk Time600 Hour Standby Time  No  Yes",Refurbished
"""R50 Series 14   Antenna **Refurbished** Other Option Products""","Nokia E700 Smartphone  Wireless LAN  3.5G  Slider  Grey  SIMfree  1 SIM Card Supported  Symbian^3 OS  ARM ARM11628 MHz  16 GB  10.2 cm (4"") OLED 640 x 360  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  9 Hour  Talk Time430 Hour Standby Time  No  Y",Refurbished
"""R51 Pc Card Slot Pcmcia **Refurbished** Other Option Products""",200cmX150cm Electric Wall/Ceiling Screen  100  with Remote,Refurbished
"""Thinkpad R50/51 Fan **Refurbished** Other Option Products""","Nokia N8 Smartphone  Wireless LAN  3.5G  Bar  Pink  SIMfree  1 SIM Card Supported  Symbian^3 OS  ARM ARM11680 MHz  16 GB  8.9 cm (3.5"") OLED 640 x 360  210 ppi  Touchscreen  Multitouch Screen  Capacitive  12 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1900, WCDMA 2100, WCDMA 1700  GPS Receiver  Bluetooth  Bluetooth 3.0  USB  USB 2.0  12 Hour  Talk Time390 Hour Standby Time",Refurbished
"""R50 Speaker **Refurbished** Other Option Products""","Nokia C500 Smartphone  3.5G  Bar  Warm Grey  SIMfree  1 SIM Card Supported  Symbian OS 9.3  ARM ARM11600 MHz  50 MB  5.6 cm (2.2"") LCD 240 x 320  182 ppi  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.0  USB  USB 2.0  12 Hour  Talk Time630 Hour Standby Time  No  Yes",Refurbished
"""R51 Dimm Cover **Refurbished** Other Option Products""","Nokia C500 Smartphone  3G  Bar  Black  SIMfree  1 SIM Card Supported  Symbian OS 9.3  ARM ARM11600 MHz  50 MB  5.6 cm (2.2"") LCD 240 x 320  182 ppi  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  WCDMA 900, WCDMA 2100, GSM 850, GSM 900, GSM 1900, GSM 1800  GPS Receiver  Bluetooth  Bluetooth 2.0  USB  USB 2.0  12 Hour  Talk Time630 Hour Standby Time  No  Yes",Refurbished
"""R50 14   Hdd Cover **Refurbished** Other Option Products""","Nokia C500 Smartphone  3.5G  Bar  White  SIMfree  1 SIM Card Supported  Symbian OS 9.3  ARM ARM11600 MHz  50 MB  5.6 cm (2.2"") LCD 240 x 320  182 ppi  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.0  USB  USB 2.0  12 Hour  Talk Time630 Hour Standby Time  No  Yes",Refurbished
"""TP 15   HDD CVR R50/51 **Refurbished** Other Option Products""","Nokia X302 Cellular Phone  Wireless LAN  Bar  White Silver  SIMfree  1 SIM Card Supported  50 MB  6.1 cm (2.4"") LCD 240 x 320  167 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5.30 Hour  Talk Time430 Hour Standby Time  No  Yes",Refurbished
"""TP BASE CVR 15  WW R50/51 1829 **Refurbished** Other Option Products""","Nokia X302 Cellular Phone  Wireless LAN  3.5G  Bar  Petrol Blue  SIMfree  1 SIM Card Supported  50 MB  6.1 cm (2.4"") LCD 240 x 320  167 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5.30 Hour  Talk Time430 Hour Standby Time  No  Yes",Refurbished
"""TP BASE CVR 14.1  WW R50/51 183 **Refurbished** Other Option Products""","Nokia X302 Cellular Phone  Wireless LAN  3.5G  Bar  Dark Metal  SIMfree  1 SIM Card Supported  50 MB  6.1 cm (2.4"") LCD 240 x 320  167 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5.30 Hour  Talk Time430 Hour Standby Time  No  Yes",Refurbished
"""TP BASE CVR 15  WW R50/51 1830 **Refurbished** Other Option Products""","Nokia C301 Cellular Phone  Wireless LAN  3.5G  Bar  Warm Grey  SIMfree  1 SIM Card Supported680 MHz  140 MB  6.1 cm (2.4"") LCD 320 x 240  167 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1900, WCDMA 2100  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5.60 Hour  Talk Time405 Hour Standby Time  No  Yes",Refurbished
"""TP BASE CVR 14.1  WW R50/51 183 **Refurbished** Other Option Products""","Nokia 100 Feature Phone  1.8"" LCD 128 x 160  2G  Phantom Black  Bar  1 SIM Support  SIMfree",Refurbished
"""TP BASE CVR 15  WW R50/R51 1831 **Refurbished** Other Option Products""","Nokia C202 Cellular Phone  2.75G  Slider  Golden White  SIMfree  1 SIM Card Supported  10 MB  6.6 cm (2.6"") LCD 240 x 320  154 ppi  Touchscreen  Resistive  2 Megapixel Rear Camera  176 x 144 Video  Dual Band  GSM 900, GSM 1800  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5 Hour  Talk Time600 Hour Standby Time  No  Yes",Refurbished
"""KEYBRD BEZEL W/O TOUCHPAD **Refurbished** Cover Parts""","Nokia C202 Cellular Phone  2.75G  Slider  Black  SIMfree  1 SIM Card Supported  10 MB  6.6 cm (2.6"") LCD 320 x 240  Touchscreen  Resistive  2 Megapixel Rear Camera  176 x 144 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5 Hour  Talk Time600 Hour Standby Time  No  Yes",Refurbished
"""LCD CVR TP X41 12.1 **Refurbished** Other Option Products""","Nokia C301 Cellular Phone  Wireless LAN  3.5G  Bar  Gold  SIMfree  1 SIM Card Supported680 MHz  140 MB  6.1 cm (2.4"") LCD 240 x 320  167 ppi  Touchscreen  Resistive  5 Megapixel Rear Camera  640 x 480 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1900, WCDMA 2100  Bluetooth  Bluetooth 2.1  USB  USB 2.0  5.60 Hour  Talk Time405 Hour Standby Time  No  Yes",Refurbished
"""Thinkpad X40 Keyboard Bezel **Refurbished** Other Option Products""","Nokia 500 Smartphone  Wireless LAN  3.5G  Bar  Black  SIMfree  1 SIM Card Supported  Symbian Anna  ARM ARM111 GHz  2 GB  8.1 cm (3.2"") LCD 640 x 360  229 ppi  Touchscreen  Capacitive  5 Megapixel Rear Camera  640 x 480 Video  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.1  USB  USB 2.0  7 Hour  Talk Time500 Hour Standby Time  No  Yes",Refurbished
"""Thinkpad X40 Base Assembly **Refurbished** Other Option Products""","Nokia 500 Smartphone  Wireless LAN  3.5G  Bar  Black  SIMfree  1 SIM Card Supported  Symbian Anna  ARM ARM111 GHz  2 GB  8.1 cm (3.2"") LCD 640 x 360  229 ppi  Touchscreen  Capacitive  5 Megapixel Rear Camera  640 x 480 Video  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 900, WCDMA 1700, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.1  USB  USB 2.0  7 Hour  Talk Time500 Hour Standby Time  No  Yes",Refurbished
"""Thinkpad X40 Hdd Cover **Refurbished** Other Option Products""","Nokia Lumia 800 Smartphone  Wireless LAN  3G  Bar  Black  SIMfree  1 SIM Card Supported  Windows Phone 7.5  Qualcomm Snapdragon1.40 GHz  16 GB  9.4 cm (3.7"") OLED 480 x 800  252 ppi  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GSM 850, GSM 900, GSM 1800, GSM 1900, WCDMA 850, WCDMA 900, WCDMA 1900, WCDMA 2100  GPS Receiver  Bluetooth  Bluetooth 2.1  USB  USB 2.0  13 Hour  Talk Time265 Hour Stand",Refurbished
"""Thinkpad X30 Keyboard Bezel **Refurbished** Other Option Products""","Nokia 100 Cellular Phone  2G  Bar  Pink  SIMfree  1 SIM Card Supported  4.6 cm (1.8"") LCD 128 x 160  114 ppi  Dual Band  GSM 900, GSM 1800  7.20 Hour  Talk Time840 Hour Standby Time  No  Yes",Refurbished
"""Tp Fan Assem Long M10 **Refurbished** Other Option Products""","Nokia Lumia 800 Smartphone  Wireless LAN  3G  Bar  Cyan  SIMfree  1 SIM Card Supported  Windows Phone 7.8  Qualcomm Snapdragon1.40 GHz  16 GB  9.4 cm (3.7"") OLED 800 x 480  252 ppi  Touchscreen  Multitouch Screen  Capacitive  8 Megapixel Rear Camera  1280 x 720 Video  Builtin Flash  Quad Band  GPS Receiver  Bluetooth  Bluetooth 2.1  IEEE 802.11b/g/n  USB  USB 2.0  13 Hour  Talk Time335 Hour Standby Time  No  Yes",Refurbished
"""TP BASE CVR 15  WW R50/51 1836 **Refurbished** Other Option Products""",Christie Digital Replacement Lamp  3100 W Projector Lamp  Xenon  750 Hour Typical,Refurbished
"""FAN ASSEMBLY LONG **Refurbished** Electrical Parts""",Christie Digital Projector Lamp  3000 W Projector Lamp  Xenon  750 Hour,Refurbished
"""Thinkpad T40 Wireless Antenna **Refurbished** Other Option Products""",Christie Digital Projector Lamp  3000 W Projector Lamp  Xenon  750 Hour,Refurbished
"""Hard Drive Cover **Refurbished** Other Option Products""",Christie Digital Projector Lamp  3000 W Projector Lamp  Xenon  750 Hour,Refurbished
"""Base Cover Assembly **Refurbished** Other Option Products""",Christie Digital Projector Lamp  3000 W Projector Lamp  Xenon  750 Hour,Refurbished
"""BASE COVER ASSEMBLY **Refurbished** Cover Parts""","Christie Digital CDXL20 Replacement Lamp  6000 W Projector Lamp  Xenon  1000 Hour, 3500 Hour",Refurbished
"""Thinkpad R50E Lcd Cover Kit **Refurbished** Other Option Products""","Christie Digital CDXL20 Replacement Lamp  6000 W Projector Lamp  Xenon  1000 Hour, 3500 Hour",Refurbished
"""TP BASE CVR 15'WW R50/51 1832 **Refurbished** Other Option Products""",Christie Digital Replacement Lamp  Projector Lamp,Refurbished
"""Thinkpad T43 Dimm Slot Cover **Refurbished** Other Option Products""",Christie Digital Replacement Lamp  Projector Lamp,Refurbished
"""IBM T42 **Refurbished** Cover Parts""","Christie Digital CDXL45 Replacement Lamp  4500 W Projector Lamp  Xenon  1200 Hour, 900 Hour",Refurbished
"""20GB HDD 2.5   4.200RPM **Refurbished** Harddrives / SSD""",Christie Digital CDXL45 Lamp  4500 W Projector Lamp  1200 Hour Average,Refurbished
"""Tp 30 Gb 9.5Mm Hdd **Refurbished** Harddrives / SSD""",Christie Digital CDXL60 Lamp  6000 W Projector Lamp  900 Hour Average,Refurbished
"""60GB HDD **Refurbished** Harddrives / SSD""",Christie Digital CDXL60 Lamp  6000 W Projector Lamp  900 Hour Average,Refurbished
"""TP 80GB 9.5MM 4200RPM IDE HARD **Refurbished** Harddrives / SSD""","Christie Digital Replacement Lamp  300 W Projector Lamp  UHP  1500 Hour High Brightness Mode, 2000 Hour Low Brightness Mode",Refurbished
"""TP CDROM ULTRABAY G40 **Refurbished** CDROM/DVD/CDRW""","Christie Digital Replacement Lamp  300 W Projector Lamp  UHP  1500 Hour High Brightness Mode, 2000 Hour Low Brightness Mode",Refurbished
"""TP CDRW/DVD CBO A/T/X/R SERIES **Refurbished** CDROM/DVD/CDRW""","Christie Digital Replacement Lamp  300 W Projector Lamp  UHP  1500 Hour High Brightness Mode, 2000 Hour Low Brightness Mode",Refurbished
"""DVD/CDRW Combo Drive **Refurbished** Optical Drives""","Christie Digital Replacement Lamp  300 W Projector Lamp  UHP  1500 Hour High Brightness Mode, 2000 Hour Low Brightness Mode",Refurbished
"""TP DVD/CDRW 12.7MM R50/51 **Refurbished** CDROM/DVD/CDRW""","Christie Digital Replacement Lamp  300 W Projector Lamp  UHP  1500 Hour High Brightness Mode, 2000 Hour Low Brightness Mode",Refurbished
"""Harddrive 40GB **Refurbished** Harddrives / SSD""",BTI Projector Lamp  3D PERCEPTION: COMPACT VIEW SX60 HA BARCO: CNHD81B CNWU61B CNWU81B CR SERIES CRPN52B CRPN62B CRWQ62B CRWQ72B F3+ BARCO F30 BARCO F32 BARCO F35 BARCO R9021002 R9801272 R9801273 CHRISTIE: 00312019801 DS +65 DS +650 DS +655 DS+405 DS+65 DS+650 DS+655 HD405 HD450 00300088401 400040000 400050000DIGITAL PROJECTION: DVISION 30 1080P DVISION 30 1080P XB DVISION 30 1080P XC DVISION 30 1080P XL DVISION 30 HD DVISION 30 SX+ DVISION 30 SX+ XB DVISION 30 SX+,Refurbished
"""40 GB HDD 5400RPM **Refurbished** Harddrives / SSD""",BTI Projector Lamp  3D PERCEPTION: COMPACT VIEW SX60 HA BARCO: CNHD81B CNWU61B CNWU81B CR SERIES CRPN52B CRPN62B CRWQ62B CRWQ72B F3+ BARCO F30 BARCO F32 BARCO F35 BARCO R9021002 R9801272 R9801273 CHRISTIE: 00312019801 DS +65 DS +650 DS +655 DS+405 DS+65 DS+650 DS+655 HD405 HD450 00300088401 400040000 400050000DIGITAL PROJECTION: DVISION 30 1080P DVISION 30 1080P XB DVISION 30 1080P XC DVISION 30 1080P XL DVISION 30 HD DVISION 30 SX+ DVISION 30 SX+ XB DVISION 30 SX+,Refurbished
"""TP T42/P HDD 60GB 9.5MM 5400RP **Refurbished** Harddrives / SSD""","eReplacements Premium Power Products 00300088401  Projector lamp  2000 hour(s)  for Christie DS+65, DS+650, HD405",Refurbished
"""TP 40GB MINI HDD 1.8   X40 **Refurbished** Harddrives / SSD""","eReplacements Premium Power Products 00300088401  Projector lamp  2000 hour(s)  for Christie DS+65, DS+650, HD405",Refurbished
"""30GB Hard Drive **Refurbished** Harddrives / SSD""","eReplacements Premium Power Products 00300088401  Projector lamp  2000 hour(s)  for Christie DS+65, DS+650, HD405",Refurbished
"""Harddrive 40GB **Refurbished** Harddrives / SSD""",Christie Digital CDXL30SD Lamp  3000 W Projector Lamp  Xenon  1500 Hour Average,Refurbished
"""Harddrive 60GB **Refurbished** Harddrives / SSD""",Christie Digital CDXL30SD Lamp  3000 W Projector Lamp  Xenon  1500 Hour Average,Refurbished
"""TP 80GB 4200 HGST HDD **Refurbished** Harddrives / SSD""",Christie Digital CDXL30SD Lamp  3000 W Projector Lamp  Xenon  1500 Hour Average,Refurbished
"""Harddrive 40GB **Refurbished** Harddrives / SSD""",Christie Digital CDXL30SD Lamp  3000 W Projector Lamp  Xenon  1500 Hour Average,Refurbished
"""Harddrive 40GB **Refurbished** Harddrives / SSD""",Christie Digital CDXL30SD Lamp  3000 W Projector Lamp  Xenon  1500 Hour Average,Refurbished
"""Harddrive 60GB **Refurbished** Harddrives / SSD""",Christie Digital Replacement Air Filter  5 Pack  For Projector  Remove Dust,Refurbished
"""40GB Hard Drive 2.5in 5400RPM **Refurbished** Harddrives / SSD""",Christie Digital Replacement Airflow Systems Filter  For Projector,Refurbished
"""TP 40GB 5400 TOSHIBA HDD **Refurbished** Harddrives / SSD""",Christie Digital Replacement Air Filter  For Projector  Remove Dust,Refurbished
"""X40 THINKPAD HARD DRIVE 40 GB **Refurbished** Harddrives / SSD""","Christie Digital 275 W Projector Lamp  UHP  2500 Hour, 2250 Hour",Refurbished
"""14   WXGA TFT LCD TP Z60/R61 **Refurbished** Other Option Products""",Christie Digital 2 kW Projector Lamp  Xenon  1500 Hour,Refurbished
"""15.4 WXGA TFT LCD TPZ60 **Refurbished** Other Option Products""",Christie Digital 2 kW Projector Lamp  Xenon  1500 Hour,Refurbished
"""IBM ThinkPad **Refurbished** Displays""",Christie Digital 00300211901 2000 Hours Airflow Systems Filter  For Projector,Refurbished
"""Thinkpad T60 14.1   Tft Xga **Refurbished** Other Option Products""",Christie Digital 132 W Projection TV Lamp  UHP  6000 Hour,Refurbished
"""LCD Display 144 Inch Boe **Refurbished** Displays""",Christie Digital 00300272201 Airflow Systems Filter  For Projector,Refurbished
